index,promptcategory,timecategory,imperative,temporalvalue,daytimevalue,subject,prompt,difficulty,prompttemplate,expectedValue,annotation_prompt_0,annotation_prompt_1,annotation_prompt_2,model,category,lifespan,anAge,time,goldenrecordImages,periodstart,periodend,goldenrecordImagePath,DemolitionDate,BuildingCoordinates,BuildingCountry,RandomBefore,RandomAfter,BuildingCoordinates.1,lon,lat,commonsCategory,isInGoogleLandmark,inception,WikipediaPagesCount,Imperative,PromptTemplate,currentState,place,suggestion,image_path,exp_label_1,exp_label_2,label_1,label_2,label_3,maj
1268,Seasonality,Date,Generate,12/06/1938,,a city,Generate a photorealistic image of a city in europe on 12/06/1938 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"frosty,snowy,icy,snow,ice,frost,frosty and icy,frosty,snowy,icy,snow,ice,frost,frosty and icy",Is the following subject present in the image: 'a city'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of a city in europe on 12/06/1938 '? Is the correct temporal knowledge applied (i.e. 12/06/1938)? Just reply with 'yes' or 'no'.,sdxlturbo,Landscapes,,,,,,,,,,,,,,,,,,,,,,,,,train_annotations/image_sdxlturbo_Time_1268.png,0,0,0.0,1.0,0,0.0
510,Seasonality,Date,Give me,09/23/1827,,a forest,Give me a photorealistic image of a forest in europe on 09/23/1827 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"golden,leaves,colored leaves,orange leaves,warm-hued landscape,golden,leaves,colored leaves,orange leaves,warm-hued landscape",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of a forest in europe on 09/23/1827 '? Is the correct temporal knowledge applied (i.e. 09/23/1827)? Just reply with 'yes' or 'no'.,sdv15,Landscapes,,,,,,,,,,,,,,,,,,,,,,,,,train_annotations/image_sdv15_Time_510.png,0,0,1.0,1.0,0,0.0
337,Seasonality,Date,Create,01/05/1988,,a city,Create a photorealistic image of a city in europe on 01/05/1988 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"frosty,snowy,icy,snow,ice,frost,frosty and icy,frosty,snowy,icy,snow,ice,frost,frosty and icy",Is the following subject present in the image: 'a city'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a photorealistic image of a city in europe on 01/05/1988 '? Is the correct temporal knowledge applied (i.e. 01/05/1988)? Just reply with 'yes' or 'no'.,sdxlturbo,Landscapes,,,,,,,,,,,,,,,,,,,,,,,,,train_annotations/image_sdxlturbo_Time_337.png,0,0,0.0,1.0,0,0.0
1217,Seasonality,Date,Generate,10/21/1767,,a city,Generate a photorealistic image of a city in europe on 10/21/1767 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"golden,leaves,colored leaves,orange leaves,warm-hued landscape,golden,leaves,colored leaves,orange leaves,warm-hued landscape",Is the following subject present in the image: 'a city'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of a city in europe on 10/21/1767 '? Is the correct temporal knowledge applied (i.e. 10/21/1767)? Just reply with 'yes' or 'no'.,sdxlturbo,Landscapes,,,,,,,,,,,,,,,,,,,,,,,,,train_annotations/image_sdxlturbo_Time_1217.png,0,0,0.0,1.0,0,0.0
1664,Seasonality,Date,Produce,06/10/1753,,a city,Produce a photorealistic image of a city in europe on 06/10/1753 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine,sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine",Is the following subject present in the image: 'a city'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of a city in europe on 06/10/1753 '? Is the correct temporal knowledge applied (i.e. 06/10/1753)? Just reply with 'yes' or 'no'.,sdv15,Landscapes,,,,,,,,,,,,,,,,,,,,,,,,,train_annotations/image_sdv15_Time_1664.png,1,1,1.0,1.0,0,1.0
1524,Seasonality,Date,Produce,03/28/1997,,a landscape,Produce a photorealistic image of a landscape in europe on 03/28/1997 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal,blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal",Is the following subject present in the image: 'a landscape'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of a landscape in europe on 03/28/1997 '? Is the correct temporal knowledge applied (i.e. 03/28/1997)? Just reply with 'yes' or 'no'.,stable-diffusion-3-5,Landscapes,,,,,,,,,,,,,,,,,,,,,,,,,train_annotations/image_stable-diffusion-3-5_Time_1524.png,1,1,0.0,1.0,0,1.0
194,Seasonality,Season,Create,summer,,mountains,Create a photorealistic image of mountains in europe in summer ,1,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine,sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine",Is the following subject present in the image: 'mountains'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a photorealistic image of mountains in europe in summer '? Is the correct temporal knowledge applied (i.e. summer)? Just reply with 'yes' or 'no'.,sdxlbase,Landscapes,,,,,,,,,,,,,,,,,,,,,,,,,train_annotations/image_sdxlbase_Time_194.png,1,1,0.0,1.0,0,1.0
583,Seasonality,Date,Give me,12/02/1731,,a landscape,Give me a photorealistic image of a landscape in europe on 12/02/1731 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"frosty,snowy,icy,snow,ice,frost,frosty and icy,frosty,snowy,icy,snow,ice,frost,frosty and icy",Is the following subject present in the image: 'a landscape'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of a landscape in europe on 12/02/1731 '? Is the correct temporal knowledge applied (i.e. 12/02/1731)? Just reply with 'yes' or 'no'.,sdxlbase,Landscapes,,,,,,,,,,,,,,,,,,,,,,,,,train_annotations/image_sdxlbase_Time_583.png,0,0,0.0,0.0,0,0.0
849,Seasonality,Date,Give me,08/22/1773,,a lake,Give me a photorealistic image of a lake in europe on 08/22/1773 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine,sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine",Is the following subject present in the image: 'a lake'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of a lake in europe on 08/22/1773 '? Is the correct temporal knowledge applied (i.e. 08/22/1773)? Just reply with 'yes' or 'no'.,sdxlturbo,Landscapes,,,,,,,,,,,,,,,,,,,,,,,,,train_annotations/image_sdxlturbo_Time_849.png,1,1,0.0,1.0,0,1.0
766,Seasonality,Date,Give me,12/10/1760,,a city,Give me a photorealistic image of a city in europe on 12/10/1760 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"frosty,snowy,icy,snow,ice,frost,frosty and icy,frosty,snowy,icy,snow,ice,frost,frosty and icy",Is the following subject present in the image: 'a city'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of a city in europe on 12/10/1760 '? Is the correct temporal knowledge applied (i.e. 12/10/1760)? Just reply with 'yes' or 'no'.,blackforest,Landscapes,,,,,,,,,,,,,,,,,,,,,,,,,train_annotations/image_blackforest_Time_766.png,0,0,0.0,1.0,0,0.0
1474,Seasonality,Date,Produce,02/21/1797,,a landscape,Produce a photorealistic image of a landscape in europe on 02/21/1797 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"frosty,snowy,icy,snow,ice,frost,frosty and icy,frosty,snowy,icy,snow,ice,frost,frosty and icy",Is the following subject present in the image: 'a landscape'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of a landscape in europe on 02/21/1797 '? Is the correct temporal knowledge applied (i.e. 02/21/1797)? Just reply with 'yes' or 'no'.,blackforest,Landscapes,,,,,,,,,,,,,,,,,,,,,,,,,train_annotations/image_blackforest_Time_1474.png,0,0,0.0,1.0,0,0.0
1335,Seasonality,Date,Generate,12/24/1808,,a lake,Generate a photorealistic image of a lake in europe on 12/24/1808 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"frosty,snowy,icy,snow,ice,frost,frosty and icy,frosty,snowy,icy,snow,ice,frost,frosty and icy",Is the following subject present in the image: 'a lake'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of a lake in europe on 12/24/1808 '? Is the correct temporal knowledge applied (i.e. 12/24/1808)? Just reply with 'yes' or 'no'.,sdxlturbo,Landscapes,,,,,,,,,,,,,,,,,,,,,,,,,train_annotations/image_sdxlturbo_Time_1335.png,0,0,0.0,1.0,0,0.0
1776,Seasonality,Date,Produce,05/30/1839,,a lake,Produce a photorealistic image of a lake in europe on 05/30/1839 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal,blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal",Is the following subject present in the image: 'a lake'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of a lake in europe on 05/30/1839 '? Is the correct temporal knowledge applied (i.e. 05/30/1839)? Just reply with 'yes' or 'no'.,sdxlturbo,Landscapes,,,,,,,,,,,,,,,,,,,,,,,,,train_annotations/image_sdxlturbo_Time_1776.png,1,0,0.0,1.0,0,0.0
310,Seasonality,Date,Create,12/02/1731,,a city,Create a photorealistic image of a city in europe on 12/02/1731 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"frosty,snowy,icy,snow,ice,frost,frosty and icy,frosty,snowy,icy,snow,ice,frost,frosty and icy",Is the following subject present in the image: 'a city'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a photorealistic image of a city in europe on 12/02/1731 '? Is the correct temporal knowledge applied (i.e. 12/02/1731)? Just reply with 'yes' or 'no'.,blackforest,Landscapes,,,,,,,,,,,,,,,,,,,,,,,,,train_annotations/image_blackforest_Time_310.png,0,0,0.0,1.0,0,0.0
520,Seasonality,Date,Give me,02/03/1936,,a forest,Give me a photorealistic image of a forest in europe on 02/03/1936 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"frosty,snowy,icy,snow,ice,frost,frosty and icy,frosty,snowy,icy,snow,ice,frost,frosty and icy",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of a forest in europe on 02/03/1936 '? Is the correct temporal knowledge applied (i.e. 02/03/1936)? Just reply with 'yes' or 'no'.,stable-diffusion-3-5,Landscapes,,,,,,,,,,,,,,,,,,,,,,,,,train_annotations/image_stable-diffusion-3-5_Time_520.png,0,0,0.0,1.0,1,0.0
848,Seasonality,Date,Give me,08/25/1720,,a lake,Give me a photorealistic image of a lake in europe on 08/25/1720 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine,sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine",Is the following subject present in the image: 'a lake'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of a lake in europe on 08/25/1720 '? Is the correct temporal knowledge applied (i.e. 08/25/1720)? Just reply with 'yes' or 'no'.,sdv15,Landscapes,,,,,,,,,,,,,,,,,,,,,,,,,train_annotations/image_sdv15_Time_848.png,1,1,0.0,0.0,0,1.0
773,Seasonality,Date,Give me,04/23/1804,,a city,Give me a photorealistic image of a city in europe on 04/23/1804 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal,blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal",Is the following subject present in the image: 'a city'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of a city in europe on 04/23/1804 '? Is the correct temporal knowledge applied (i.e. 04/23/1804)? Just reply with 'yes' or 'no'.,stable-diffusion-3-5,Landscapes,,,,,,,,,,,,,,,,,,,,,,,,,train_annotations/image_stable-diffusion-3-5_Time_773.png,1,1,0.0,1.0,1,1.0
990,Seasonality,Date,Generate,09/17/1968,,a forest,Generate a photorealistic image of a forest in europe on 09/17/1968 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"golden,leaves,colored leaves,orange leaves,warm-hued landscape,golden,leaves,colored leaves,orange leaves,warm-hued landscape",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of a forest in europe on 09/17/1968 '? Is the correct temporal knowledge applied (i.e. 09/17/1968)? Just reply with 'yes' or 'no'.,sdxlturbo,Landscapes,,,,,,,,,,,,,,,,,,,,,,,,,train_annotations/image_sdxlturbo_Time_990.png,0,0,0.0,1.0,0,0.0
