model,category,index,subject,lifespan,anAge,prompttemplate,promptcategory,imperative,prompt,difficulty,Landscapes,goldenrecordImages,expectedValue,annotation_prompt_0,annotation_prompt_1,annotation_prompt_2,periodstart,periodend,goldenrecordImagePath,DemolitionDate,BuildingCoordinates,BuildingCountry,RandomBefore,RandomAfter,BuildingCoordinates.1,lon,lat,commonsCategory,isInGoogleLandmark,inception,WikipediaPagesCount,Imperative,PromptTemplate,currentState,place,suggestion,timecategory,temporalvalue,daytimevalue,image_urls,vlm_prompt,model_response_vlm_prompt,model_name
blackforest,Animals,1057,European Otter,16.0,18.2,(imperative) a photorealistic image of (name) that is (lifespan*0.8) years old,unrealistic age,Create,Create a photorealistic image of a European Otter that is 14 years old.,1,lifespan*0.8,http://commons.wikimedia.org/wiki/Special:FilePath/Otter.png,"elderly,aged,grey,wrinkled,signs of aging,graying fur,thinning fur,weathered appearance,wrinkled skin",Is the following subject present in the image: 'European Otter'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a photorealistic image of a European Otter that is 14 years old.'? Is the correct temporal knowledge applied (i.e. 14 years old)? Just reply with 'yes' or 'no'.,,,,,,,,,,,,,,,,,,,,,,,,blackforest/Animals/image_1057.png,"Now, proceed with evaluating the image based on the prompt:
 a photorealistic image of a European Otter that is 14 years old.","ANALYSIS: Temporal Knowledge not applied
 RATING: Poor",gpt-4o-mini-2024-07-18
sdv15,Animals,677,Chimpanzee,50.0,68.0,(imperative) a photorealistic image of (name) that is (lifespan*0.8) years old,unrealistic age,Generate,Generate a photorealistic image of a Chimpanzee that is 54 years old.,1,lifespan*0.8,"http://commons.wikimedia.org/wiki/Special:FilePath/Gombe%20Stream%20NP%20Beute.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Lightmatter%20chimp.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/013%20Alpha%20male%20chimpanzee%20at%20Kibale%20forest%20National%20Park%20Photo%20by%20Giles%20Laurent.jpg","elderly,aged,grey,wrinkled,signs of aging,graying fur,thinning fur,weathered appearance,wrinkled skin",Is the following subject present in the image: 'Chimpanzee'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of a Chimpanzee that is 54 years old.'? Is the correct temporal knowledge applied (i.e. 54 years old)? Just reply with 'yes' or 'no'.,,,,,,,,,,,,,,,,,,,,,,,,sdv15/Animals/image_677.png,"Now, proceed with evaluating the image based on the prompt:
 a photorealistic image of a Chimpanzee that is 54 years old.","ANALYSIS: Temporal Knowledge not applied
 RATING: Poor",gpt-4o-mini-2024-07-18
blackforest,Animals,309,Barbary Macaque,25.0,30.0,(imperative) a photorealistic image of (name) that is (lifespan*0.8) years old,unrealistic age,Generate,Generate a photorealistic image of a Barbary Macaque that is 24 years old.,1,lifespan*0.8,http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20of%20a%20father.jpg,"elderly,aged,grey,wrinkled,signs of aging,graying fur,thinning fur,weathered appearance,wrinkled skin",Is the following subject present in the image: 'Barbary Macaque'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of a Barbary Macaque that is 24 years old.'? Is the correct temporal knowledge applied (i.e. 24 years old)? Just reply with 'yes' or 'no'.,,,,,,,,,,,,,,,,,,,,,,,,blackforest/Animals/image_309.png,"Now, proceed with evaluating the image based on the prompt:
 a photorealistic image of a Barbary Macaque that is 24 years old.","ANALYSIS: Temporal Knowledge not applied
 RATING: Poor",gpt-4o-mini-2024-07-18
blackforest,Animals,1770,Lesser Kudu,15.0,19.8,(imperative) a photorealistic image of (name) that is (2*lifespan) years old,unrealistic age,Give me,Give me a photorealistic image of a Lesser Kudu that is 40 years old.,2,lifespan*2,"http://commons.wikimedia.org/wiki/Special:FilePath/Lesser%20Kudu%20Female.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Lesser%20Kudu%20Male%20%28Tragelaphus%20imberbis%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Tragelaphus%20imberbis.jpg","lifeless,deceased,dead,late,passed,perished,death,passing,decease,mortality",Is the following subject present in the image: 'Lesser Kudu'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of a Lesser Kudu that is 40 years old.'? Is the correct temporal knowledge applied (i.e. 40 years old)? Just reply with 'yes' or 'no'.,,,,,,,,,,,,,,,,,,,,,,,,blackforest/Animals/image_1770.png,"Now, proceed with evaluating the image based on the prompt:
 a photorealistic image of a Lesser Kudu that is 40 years old.","ANALYSIS: Temporal Knowledge not applied
 RATING: Poor",gpt-4o-mini-2024-07-18
sdv15,Animals,2345,Serval,20.0,22.4,(imperative) a photorealistic image of (name) that is (lifespan*0.8) years old,unrealistic age,Give me,Give me a photorealistic image of a Serval that is 18 years old.,1,lifespan*0.8,http://commons.wikimedia.org/wiki/Special:FilePath/Serval%20in%20Tanzania.jpg,"elderly,aged,grey,wrinkled,signs of aging,graying fur,thinning fur,weathered appearance,wrinkled skin",Is the following subject present in the image: 'Serval'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of a Serval that is 18 years old.'? Is the correct temporal knowledge applied (i.e. 18 years old)? Just reply with 'yes' or 'no'.,,,,,,,,,,,,,,,,,,,,,,,,sdv15/Animals/image_2345.png,"Now, proceed with evaluating the image based on the prompt:
 a photorealistic image of a Serval that is 18 years old.","ANALYSIS: Temporal Knowledge not applied
 RATING: Poor",gpt-4o-mini-2024-07-18
stable-diffusion-3-5,Animals,2509,Tufted Deer,15.0,22.7,(imperative) a photorealistic image of (name) that is (lifespan*0.8) years old,unrealistic age,Produce,Produce a photorealistic image of a Tufted Deer that is 18 years old.,1,lifespan*0.8,"http://commons.wikimedia.org/wiki/Special:FilePath/Elaphodus%20cephalophus%20michianus%20Magdeburg%20zoo%2020.10.2012%2001.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Schopfhirsch.jpg","elderly,aged,grey,wrinkled,signs of aging,graying fur,thinning fur,weathered appearance,wrinkled skin",Is the following subject present in the image: 'Tufted Deer'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of a Tufted Deer that is 18 years old.'? Is the correct temporal knowledge applied (i.e. 18 years old)? Just reply with 'yes' or 'no'.,,,,,,,,,,,,,,,,,,,,,,,,stable-diffusion-3-5/Animals/image_2509.png,"Now, proceed with evaluating the image based on the prompt:
 a photorealistic image of a Tufted Deer that is 18 years old.","ANALYSIS: Temporal Knowledge not applied
 RATING: Poor",gpt-4o-mini-2024-07-18
sdxlturbo,Animals,1133,Fishing Cat,12.0,17.2,(imperative) a photorealistic image of (name) that is (lifespan*0.8) years old,unrealistic age,Produce,Produce a photorealistic image of a Fishing Cat that is 14 years old.,1,lifespan*0.8,http://commons.wikimedia.org/wiki/Special:FilePath/Prionailurus%20viverrinus%2001.jpg,"elderly,aged,grey,wrinkled,signs of aging,graying fur,thinning fur,weathered appearance,wrinkled skin",Is the following subject present in the image: 'Fishing Cat'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of a Fishing Cat that is 14 years old.'? Is the correct temporal knowledge applied (i.e. 14 years old)? Just reply with 'yes' or 'no'.,,,,,,,,,,,,,,,,,,,,,,,,sdxlturbo/Animals/image_1133.png,"Now, proceed with evaluating the image based on the prompt:
 a photorealistic image of a Fishing Cat that is 14 years old.","ANALYSIS: Temporal Knowledge not applied
 RATING: Poor",gpt-4o-mini-2024-07-18
stable-diffusion-3-5,Animals,430,Black-Backed Jackal,14.0,16.7,(imperative) a photorealistic image of (name) that is (2*lifespan) years old,unrealistic age,Produce,Produce a photorealistic image of a Black-Backed Jackal that is 34 years old.,2,lifespan*2,"http://commons.wikimedia.org/wiki/Special:FilePath/2012-bb-jackal-1.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Canis%20mesomelas.jpg","lifeless,deceased,dead,late,passed,perished,death,passing,decease,mortality",Is the following subject present in the image: 'Black-Backed Jackal'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of a Black-Backed Jackal that is 34 years old.'? Is the correct temporal knowledge applied (i.e. 34 years old)? Just reply with 'yes' or 'no'.,,,,,,,,,,,,,,,,,,,,,,,,stable-diffusion-3-5/Animals/image_430.png,"Now, proceed with evaluating the image based on the prompt:
 a photorealistic image of a Black-Backed Jackal that is 34 years old.","ANALYSIS: Temporal Knowledge not applied
 RATING: Poor",gpt-4o-mini-2024-07-18
sdv15,Animals,2479,Tasmanian Devil,7.0,13.0,(imperative) a photorealistic image of (name) that is (0.5*lifespan) years old,realistic age,Produce,Produce a photorealistic image of a Tasmanian Devil that is 6.0 years old.,1,0.5*lifespan,http://commons.wikimedia.org/wiki/Special:FilePath/Sarcophilus%20harrisii%20taranna.jpg,"mature,vigorous,strong,healthy,adult,muscular,toned,fit,agile,vibrant,sturdy,strong and healthy,muscular and toned body,vitality and good health,vibrant and sturdy appearance,prime of their life",Is the following subject present in the image: 'Tasmanian Devil'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of a Tasmanian Devil that is 6.0 years old.'? Is the correct temporal knowledge applied (i.e. 60 years old)? Just reply with 'yes' or 'no'.,,,,,,,,,,,,,,,,,,,,,,,,sdv15/Animals/image_2479.png,"Now, proceed with evaluating the image based on the prompt:
 a photorealistic image of a Tasmanian Devil that is 6.0 years old.","ANALYSIS: Temporal Knowledge not adequately represented
 RATING: Fair",gpt-4o-mini-2024-07-18
stable-diffusion-3-5,Animals,32,African Bush Elephant,70.0,65.0,(imperative) a photorealistic image of (name) that is 1 month old,youth,Create,Create a photorealistic image of an African Bush Elephant that is one month old.,1,1 month,"http://commons.wikimedia.org/wiki/Special:FilePath/African%20Bush%20Elephant.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/African%20bush%20elephant%2C%20Loxodonta%20africana%20at%20Punda%20Maria%2C%20Kruger%20National%20Park%2C%20South%20Africa.%20Includes%20lots%20of%20baby%20elephant.%20%2820591203310%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/African%20Elephant%20%28Loxodonta%20africana%29%20male%20%2816723147361%29.jpg","tiny,soft,infant,juvenile,suckling,offspring,baby,small,bright-eyed,smooth,bright eyes,wide and open eyes,cuddly and endearing presence",Is the following subject present in the image: 'African Bush Elephant'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a photorealistic image of an African Bush Elephant that is one month old.'? Is the correct temporal knowledge applied (i.e. one month old)? Just reply with 'yes' or 'no'.,,,,,,,,,,,,,,,,,,,,,,,,stable-diffusion-3-5/Animals/image_32.png,"Now, proceed with evaluating the image based on the prompt:
 a photorealistic image of an African Bush Elephant that is one month old.","ANALYSIS: Temporal Knowledge not applied effectively; the features do not accurately convey the age of a one-month-old elephant, which would typically exhibit a different appearance in terms of size and texture.

RATING: Fair",gpt-4o-mini-2024-07-18
sdxlturbo,Animals,211,Asian Small-clawed Otter,12.0,23.0,(imperative) a photorealistic image of (name) that is (0.5*lifespan) years old,realistic age,Create,Create a photorealistic image of an Asian Small-clawed Otter that is 12.0 years old.,1,0.5*lifespan,"http://commons.wikimedia.org/wiki/Special:FilePath/Small-clawed%20otter%20from%20Western%20Ghats.JPG,http://commons.wikimedia.org/wiki/Special:FilePath/Small-clawed%20otter%20from%20Western%20Ghats.JPG","mature,vigorous,strong,healthy,adult,muscular,toned,fit,agile,vibrant,sturdy,strong and healthy,muscular and toned body,vitality and good health,vibrant and sturdy appearance,prime of their life",Is the following subject present in the image: 'Asian Small-clawed Otter'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a photorealistic image of an Asian Small-clawed Otter that is 12.0 years old.'? Is the correct temporal knowledge applied (i.e. 120 years old)? Just reply with 'yes' or 'no'.,,,,,,,,,,,,,,,,,,,,,,,,sdxlturbo/Animals/image_211.png,"Now, proceed with evaluating the image based on the prompt:
 a photorealistic image of an Asian Small-clawed Otter that is 12.0 years old.","ANALYSIS: Temporal Knowledge not applied; lack of photorealism affects representation.
RATING: Poor",gpt-4o-mini-2024-07-18
stable-diffusion-3-5,Artworks,139,Baroque Art,,,(imperative) an artwork in a style that was popular in the Western world in (year),year,Give me,Give me an artwork in a style that was popular in the Western world in 1645 AC.,2,1645.0,"https://recherche.smb.museum/detail/862322/amor-als-sieger?language=de,https://www.getty.edu/art/collection/object/103QS8,https://www.rijksmuseum.nl/nl/collectie/SK-C-216,https://www.rijksmuseum.nl/nl/collectie/SK-C-251,https://www.rijksmuseum.nl/nl/collectie/SK-C-6,https://sammlung.staedelmuseum.de/de/werk/der-geograf#gac,https://www.rijksmuseum.nl/nl/collectie/SK-A-4,https://www.metmuseum.org/art/collection/search/436453,https://www.rijksmuseum.nl/nl/collectie/SK-C-374,https://www.rijksmuseum.nl/nl/collectie/SK-A-345","dramatic,ornate,grandiose,lavish,opulent,vivid,ornamentation,grandeur,lavishness,opulence,vibrancy,grandeur in scale and detail,elaborate ornamentation,complex composition",Is the following subject present in the image: 'Baroque Art'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me an artwork in a style that was popular in the Western world in 1645 AC.'? Is the correct temporal knowledge applied (i.e. 1645.0 AC)? Just reply with 'yes' or 'no'.,1600.0,1750.0,"data/goldenRecordImages/artworks/baroqueArt/CupidasVictor.jpg,data/goldenRecordImages/artworks/baroqueArt/TheAbductionofEuropa.jpg,data/goldenRecordImages/artworks/baroqueArt/IsaacandRebecca.jpg,data/goldenRecordImages/artworks/baroqueArt/WomanReadingaLetter.jpg,data/goldenRecordImages/artworks/baroqueArt/TheSyndics.jpg,data/goldenRecordImages/artworks/baroqueArt/TheGeographer.png,data/goldenRecordImages/artworks/baroqueArt/TheThreatenedSwan.jpg,data/goldenRecordImages/artworks/baroqueArt/EstherbeforeAhasuerus.jpeg,data/goldenRecordImages/artworks/baroqueArt/SchuttersvanwijkXIonderleidingvankapiteinReynierReael.jpg,data/goldenRecordImages/artworks/baroqueArt/CimonenPero.jpg",,,,,,,,,,,,,,,,,,,,,stable-diffusion-3-5/Artworks/image_139.png,"Now, proceed with evaluating the image based on the prompt:
 an artwork in a style that was popular in the Western world in 1645 AC.","ANALYSIS: Temporal Knowledge applied
 RATING: Very Good",gpt-4o-mini-2024-07-18
